Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_Fast,EMA_Slow,MACD,Signal
149.9199981689453,151.5,147.52000427246094,151.16000366210938,29607700,0.0,0.0,,,151.16000366210938,151.16000366210938,0.0,0.0
153.8000030517578,154.82000732421875,152.64999389648438,154.69000244140625,29695000,0.0,0.0,,,151.7030803973858,151.4214850531684,0.28159534421740773,0.05631906884348155
155.42999267578125,158.3800048828125,155.2100067138672,157.4600067138672,29591200,0.0,0.0,,,152.58876136915217,151.8687829539609,0.7199784151912638,0.18905093811303803
157.30999755859375,158.25,156.60000610351562,158.05999755859375,18379800,0.0,0.0,,,153.43049001368163,152.32739144319297,1.1030985704886689,0.37186046458816424
159.02000427246094,160.5500030517578,158.3800048828125,159.32000732421875,20715600,0.0,0.0,156.13800354003905,,154.3365695999181,152.8453629899356,1.4912066099824983,0.5957296936670311
159.86000061035156,160.5,158.60000610351562,159.80999755859375,23677300,0.0,0.0,157.86800231933594,,155.17863543971436,153.36126184687325,1.8173735928411077,0.8400584735018465
163.7100067138672,163.7899932861328,161.33999633789062,162.13999938964844,26587700,0.0,0.0,159.35800170898438,,156.249614508935,154.0115387018936,2.2380758070413833,1.1196619402097538
163.5,163.72999572753906,162.05999755859375,163.58999633789062,40896400,0.0,0.0,160.58399963378906,,157.378904021082,154.72105408233782,2.6578499387441923,1.4272995399166417
164.35000610351562,165.49000549316406,161.6699981689453,161.85000610351562,24150900,0.0,0.0,161.34200134277344,,158.06676587991797,155.24912460242507,2.8176412774928963,1.7053678874318927
163.02999877929688,163.22000122070312,160.69000244140625,162.2899932861328,23332100,0.0,0.0,161.93599853515624,,158.7164931731818,155.77067043084787,2.9458227423339167,1.9534588584122976
161.47000122070312,162.80999755859375,161.3000030517578,161.49000549316406,18869200,0.0,0.0,162.27200012207032,,159.14318737625598,156.19432487990832,2.948862496347658,2.15253958599937
163.63999938964844,164.0800018310547,162.27999877929688,162.72999572753906,20319300,0.0,0.0,162.38999938964844,,159.69500404568416,156.6784486463995,3.0165553992846696,2.32534274865643
162.80999755859375,165.6999969482422,162.6300048828125,163.9499969482422,21101300,0.0,0.0,162.46199951171874,,160.3496183383854,157.2170818539434,3.1325364844419994,2.486781495813544
163.32000732421875,166.14999389648438,163.25999450683594,165.85000610351562,20413900,0.0,0.0,163.26199951171876,,161.19583184071314,157.85655772428208,3.3392741164310564,2.6572800199370468
